"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Min.Volume.Size","Max.Volume.Size","Engine.Code","Database.Engine","Database.Edition","License.Model","Deployment.Option","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Dedicated.EBS.Throughput","Enhanced.Networking.Supported","Processor.Features","Region","Endpoint","Protocol"
"36","Asia Pacific (Mumbai)","QMRXDYBXD5UXH99M","HU7G6KETJZ","QMRXDYBXD5UXH99M.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.large instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.205,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"37","Asia Pacific (Mumbai)","JGB2R2PUJK7JVPB9","HU7G6KETJZ","JGB2R2PUJK7JVPB9.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.10xl instance-hours used this month","2016-11-30",0,Inf,"Hrs",4.044,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS Only","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.m4.10xl","CreateDBInstance:0014","4000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"38","Asia Pacific (Mumbai)","VK6STH2SH2BG5JQP","HU7G6KETJZ","VK6STH2SH2BG5JQP.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.241,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"39","Asia Pacific (Mumbai)","JGB2R2PUJK7JVPB9","HU7G6KETJZ","JGB2R2PUJK7JVPB9.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",17706,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS Only","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.m4.10xl","CreateDBInstance:0014","4000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"40","Asia Pacific (Mumbai)","PAND3MT9Y5YN7Z5C","HU7G6KETJZ","PAND3MT9Y5YN7Z5C.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",7088,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"41","Asia Pacific (Mumbai)","9GGY72VP9NDSZN2M","HU7G6KETJZ","9GGY72VP9NDSZN2M.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",4323,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"42","Asia Pacific (Mumbai)","JZSXE2BRZ7BPYRRB","HU7G6KETJZ","JZSXE2BRZ7BPYRRB.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",1771,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"43","Asia Pacific (Mumbai)","KE65ZAC6HVPDZUKE","HU7G6KETJZ","KE65ZAC6HVPDZUKE.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",62,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"44","Asia Pacific (Mumbai)","JEY928NJXN8HH8VT","HU7G6KETJZ","JEY928NJXN8HH8VT.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.large instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.246,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"45","Asia Pacific (Mumbai)","NDTCKCXUW336EAWS","HU7G6KETJZ","NDTCKCXUW336EAWS.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.large instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.1,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"46","Asia Pacific (Mumbai)","PAND3MT9Y5YN7Z5C","HU7G6KETJZ","PAND3MT9Y5YN7Z5C.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.4xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",1.618,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"47","Asia Pacific (Mumbai)","6WXR5FQT62XU2C9K","HU7G6KETJZ","6WXR5FQT62XU2C9K.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",250,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"48","Asia Pacific (Mumbai)","6GV285JQCXZXHC35","HU7G6KETJZ","6GV285JQCXZXHC35.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.405,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"49","Asia Pacific (Mumbai)","DASFQ2R7APURZVJU","HU7G6KETJZ","DASFQ2R7APURZVJU.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.large instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.123,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"50","Asia Pacific (Mumbai)","VK6STH2SH2BG5JQP","HU7G6KETJZ","VK6STH2SH2BG5JQP.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",1080,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"51","Asia Pacific (Mumbai)","SUN7RA4D95GMBUPP","HU7G6KETJZ","SUN7RA4D95GMBUPP.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.10xl instance-hours used this month","2016-11-30",0,Inf,"Hrs",2.022,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS Only","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.m4.10xl","CreateDBInstance:0014","4000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"52","Asia Pacific (Mumbai)","9UHUB9QTKQYDWAAW","HU7G6KETJZ","9UHUB9QTKQYDWAAW.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",250,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"53","Asia Pacific (Mumbai)","JZSXE2BRZ7BPYRRB","HU7G6KETJZ","JZSXE2BRZ7BPYRRB.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.2xlarge instance-hours used this month","2016-11-30",0,Inf,"Hrs",0.404,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"54","Asia Pacific (Mumbai)","UKW4HVP3GUPQFFRH","HU7G6KETJZ","UKW4HVP3GUPQFFRH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",125,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS3-InstanceUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"55","Asia Pacific (Mumbai)","F7ECSXS5VZNP8T24","HU7G6KETJZ","F7ECSXS5VZNP8T24.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",884,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"56","Asia Pacific (Mumbai)","63W23TBKMXCAYBRV","HU7G6KETJZ","63W23TBKMXCAYBRV.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",124,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS3-Multi-AZUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"57","Asia Pacific (Seoul)","EVNANKX4YY7RB5PQ","HU7G6KETJZ","EVNANKX4YY7RB5PQ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",1631,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"58","Asia Pacific (Seoul)","BJWG86HUJQMHU77K","HU7G6KETJZ","BJWG86HUJQMHU77K.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-12-31",0,Inf,"Hrs",1.69,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APN2-Multi-AZUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"59","Asia Pacific (Seoul)","Q38KK7SR8GM3PB96","HU7G6KETJZ","Q38KK7SR8GM3PB96.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",1360,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APN2-Multi-AZUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"60","Asia Pacific (Seoul)","GT235QNCX397EMVN","HU7G6KETJZ","GT235QNCX397EMVN.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.xlarge instance-hours used this month","2015-12-31",0,Inf,"Hrs",0.354,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APN2-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"61","Asia Pacific (Seoul)","NYCSCR8X9Z99PETR","HU7G6KETJZ","NYCSCR8X9Z99PETR.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",777,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"62","Asia Pacific (Seoul)","8YMU6G8VZ5275WYW","HU7G6KETJZ","8YMU6G8VZ5275WYW.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.micro instance-hours used this month","2015-12-31",0,Inf,"Hrs",0.022,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APN2-Multi-AZUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"63","Asia Pacific (Seoul)","GR2YNZ2GMQNXRES4","HU7G6KETJZ","GR2YNZ2GMQNXRES4.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.micro instance-hours used this month","2015-12-31",0,Inf,"Hrs",0.011,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"64","Asia Pacific (Seoul)","6A9R6WJRDUJ45255","HU7G6KETJZ","6A9R6WJRDUJ45255.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-12-31",0,Inf,"Hrs",1.69,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"65","Asia Pacific (Seoul)","FPQ7AJFFMB8XK3CT","HU7G6KETJZ","FPQ7AJFFMB8XK3CT.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-12-31",0,Inf,"Hrs",0.845,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"66","Asia Pacific (Seoul)","PQJKBACR2JVY3SXB","HU7G6KETJZ","PQJKBACR2JVY3SXB.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",680,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"67","Asia Pacific (Seoul)","C4KTSG2HUAFGBVMW","HU7G6KETJZ","C4KTSG2HUAFGBVMW.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-12-31",0,Inf,"Hrs",3.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APN2-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"68","Asia Pacific (Seoul)","7QBEQUZT9ZMMPBU4","HU7G6KETJZ","7QBEQUZT9ZMMPBU4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",340,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APN2-InstanceUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"69","Asia Pacific (Seoul)","BJWG86HUJQMHU77K","HU7G6KETJZ","BJWG86HUJQMHU77K.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",NA,NA,"Quantity",12432,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APN2-Multi-AZUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
